sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Rural,4,10000,3
Rural,3,6500,1
Rural,7,7150,2
Rural,5,12000,3
Rural,4,7500,2
Rural,5,11000,3
Rural,5,15000,4
Rural,4,9000,2
Rural,3,25000,5
Rural,4,12000,3
Rural,2,6000,1
Rural,5,25000,5
Rural,2,5000,1
Rural,4,10000,3
Rural,5,8000,2
Rural,4,10000,3
Rural,5,10600,3
Rural,2,5000,1
Rural,3,8200,2
Rural,5,11300,3
Rural,7,4000,1
Rural,2,5000,1
Rural,3,6300,1
Rural,4,16000,4
Rural,8,13000,4
Rural,4,11500,3
Rural,7,9500,2
Rural,5,4500,1
Rural,6,17500,5
Rural,4,20000,5
Rural,8,16000,4
Rural,5,9000,2
Rural,2,8000,2
Rural,4,8000,2
Rural,6,6000,1
Rural,5,14000,4
Rural,2,6000,1
Rural,4,8500,2
Rural,4,10000,3
Rural,4,8000,2
Rural,4,12000,3
Rural,5,9500,2
Rural,5,8000,2
Rural,4,4800,1
Rural,2,6000,1
Rural,4,11000,3
Rural,6,9700,3
Rural,2,6000,1
Rural,4,8500,2
Rural,4,6200,1
Rural,4,10500,3
Rural,3,14000,4
Rural,4,11000,3
Rural,2,2000,1
Rural,4,12000,3
Rural,3,10000,3
Rural,6,12000,3
Rural,4,7000,2
Rural,5,7800,2
Rural,6,12000,3
Rural,5,9000,2
Rural,4,6500,1
Rural,3,7000,1
Rural,2,4000,1
Rural,7,16000,4
Rural,4,1000,1
Rural,5,12500,3
Rural,7,18000,5
Rural,3,9500,2
Rural,2,13500,4
Rural,3,18000,5
Rural,1,2500,1
Rural,6,15000,4
Rural,2,9700,3
Rural,3,9500,2
Rural,12,22000,5
Rural,5,12000,3
Rural,2,7600,2
Rural,14,17000,5
Rural,8,15000,4
Rural,5,14000,4
Rural,2,5500,1
Rural,3,9000,2
Rural,5,9000,2
Rural,3,10000,3
Rural,3,5000,1
Rural,3,6000,1
Rural,3,4800,1
Rural,5,13000,4
Rural,6,10000,3
Rural,8,19500,5
Rural,6,12500,3
Rural,6,6000,1
Rural,6,18000,5
Rural,3,4000,1
Rural,3,6000,1
Rural,3,11000,3
Rural,5,8900,2
Rural,3,10600,3
Rural,2,10000,3
Rural,4,10000,3
Rural,5,11000,3
Rural,3,10000,3
Rural,6,19000,5
Rural,3,15000,4
Rural,4,9000,2
Rural,3,12000,3
Rural,5,15500,4
Rural,2,6000,1
Rural,2,4500,1
Rural,3,10000,3
Rural,2,6000,1
Rural,2,8200,2
Rural,4,12000,3
Rural,6,8500,2
Rural,6,20000,5
Rural,1,2500,1
Rural,3,5400,1
Rural,3,10000,3
Rural,2,9000,2
Rural,3,8000,2
Rural,4,8500,2
Rural,9,13000,4
Rural,4,8500,2
Rural,11,16500,4
Rural,5,12500,3
Rural,4,9000,2
Rural,2,12200,3
Rural,2,4000,1
Rural,7,14000,4
Rural,4,5000,1
Rural,4,9500,2
Rural,3,3500,1
Rural,4,7000,2
Rural,4,9000,2
Rural,2,7000,2
Rural,5,11500,3
Rural,4,7000,1
Rural,1,14000,4
Rural,4,12500,4
Rural,5,8000,2
Rural,2,11000,3
Rural,4,10000,3
Rural,3,11700,3
Rural,4,12000,3
Rural,5,6000,1
Rural,6,7000,2
Rural,7,17000,5
Rural,12,10500,3
Rural,3,10000,3
Rural,3,12000,3
Rural,2,5000,1
Rural,6,18500,5
Rural,2,9000,2
Rural,2,7000,2
Rural,4,10600,3
Rural,3,6300,1
Rural,6,12000,3
Rural,3,5500,1
Rural,5,9000,2
Rural,5,8000,2
Rural,4,18000,5
Rural,4,13500,4
Rural,4,3800,1
Rural,5,17600,5
Rural,5,7300,2
Rural,4,13000,4
Rural,1,4000,1
Rural,3,4000,1
Rural,5,15000,4
Rural,5,12000,3
Rural,4,6500,1
Rural,7,13000,4
Rural,2,5000,1
Rural,4,15000,4
Rural,6,19400,5
Rural,1,2000,1
Rural,2,15000,4
Rural,2,4000,1
Rural,6,11000,3
Rural,4,8500,2
Rural,2,8000,2
Rural,4,4500,1
Rural,3,6500,1
Rural,4,7200,2
Rural,5,15800,4
Rural,5,10000,3
Rural,2,8000,2
Rural,3,9500,2
Rural,1,4800,1
Rural,6,24000,5
Rural,10,11000,3
Rural,6,15000,4
Rural,11,48000,5
Rural,2,10000,3
Rural,3,9000,2
Rural,4,10000,3
Rural,3,24000,5
Rural,7,6000,1
Rural,3,14400,4
Rural,3,5500,1
Rural,7,4500,1
Rural,6,9000,2
Rural,5,12000,3
Rural,5,12000,3
Rural,3,11800,3
Rural,4,12460,3
Rural,5,13000,4
Rural,3,15000,4
Rural,6,8000,2
Rural,4,9500,2
Rural,1,3000,1
Rural,4,12000,3
Rural,7,10000,3
Rural,4,15500,4
Rural,3,10000,3
Rural,2,6500,1
Rural,4,11000,3
Rural,6,8500,2
Rural,1,4210,1
Rural,7,9500,2
Rural,1,4000,1
Rural,5,18000,5
Rural,5,17500,5
Rural,3,14700,4
Rural,4,9750,3
Rural,2,7000,1
Rural,4,8000,2
Rural,4,13000,4
Rural,4,4500,1
Rural,8,10500,3
Rural,8,6500,1
Rural,8,25000,5
Rural,4,7500,2
Rural,5,8500,2
Rural,5,8500,2
Rural,9,15000,4
Rural,5,8000,2
Rural,5,18000,5
Rural,5,12150,3
Rural,6,12000,3
Rural,8,10000,3
Rural,5,25000,5
Rural,5,8500,2
Rural,5,9000,2
Rural,5,9200,2
Rural,8,12000,3
Rural,4,3500,1
Rural,2,13000,4
Rural,5,8000,2
Rural,7,9500,2
Rural,8,12500,3
Rural,4,7800,2
Rural,2,8000,2
Rural,2,10000,3
Rural,2,6900,1
Rural,4,10000,3
Rural,5,8500,2
Rural,2,4000,1
Rural,4,18000,5
Rural,3,7200,2
Rural,2,3200,1
Rural,6,13500,4
Rural,3,8000,2
Rural,2,2500,1
Rural,5,10000,3
Rural,5,5500,1
Rural,5,8500,2
Rural,4,13000,4
Rural,2,5500,1
Rural,6,17500,5
Rural,5,9000,2
Rural,4,10500,3
Rural,4,9700,3
Rural,3,6000,1
Rural,6,10000,3
Rural,4,12000,3
Rural,3,11200,3
Rural,3,5200,1
Rural,5,6500,1
Rural,8,10000,3
Rural,5,10000,3
Rural,5,7000,2
Rural,4,8500,2
Rural,6,20000,5
Rural,4,21500,5
Rural,6,11500,3
Rural,5,11000,3
Rural,7,7000,1
Rural,6,13700,4
Rural,5,8500,2
Rural,9,15000,4
Rural,5,8500,2
Rural,9,25000,5
Rural,2,550,1
Rural,4,12500,3
Rural,2,6000,1
Rural,5,10000,3
Rural,7,16000,4
Rural,3,6000,1
Rural,4,9500,2
Rural,4,14000,4
Rural,3,2000,1
Rural,2,6000,1
Rural,5,7500,2
Rural,2,7800,2
Rural,4,6000,1
Rural,4,8500,2
Rural,7,12000,3
Rural,7,7000,2
Rural,4,10000,3
Rural,5,12000,3
Rural,2,3400,1
Rural,3,6430,1
Rural,5,25000,5
Rural,2,5000,1
Rural,2,5500,1
Rural,4,7800,2
Rural,1,4500,1
Rural,3,10000,3
Rural,3,15000,4
Rural,5,15000,4
Rural,7,10000,3
Rural,3,14300,4
Rural,5,8700,2
Rural,2,5000,1
Rural,5,15800,4
Rural,4,10000,3
Rural,4,14500,4
Rural,6,10000,3
Rural,4,18000,5
Rural,4,16000,4
Rural,7,14100,4
Rural,5,10000,3
Rural,6,1500,1
Rural,1,4000,1
Rural,4,12000,3
Rural,5,14000,4
Rural,3,22650,5
Rural,1,4000,1
Rural,2,10000,3
Rural,3,10500,3
Rural,2,11300,3
Rural,4,18600,5
Rural,1,2000,1
Rural,5,13600,4
Rural,4,5500,1
Rural,4,12500,4
Rural,4,9586,3
Rural,6,8800,2
Rural,9,30000,5
Rural,9,20000,5
Rural,4,10000,3
Rural,5,19500,5
Rural,2,15000,4
Rural,11,22000,5
Rural,6,10500,3
Rural,10,2000,1
Rural,6,9500,2
Rural,2,2550,1
Rural,6,17000,5
Rural,3,10000,3
Rural,7,16000,4
Rural,4,10000,3
Rural,2,9000,2
Rural,1,4500,1
Rural,4,5500,1
Rural,5,16000,4
Rural,3,21500,5
Rural,5,12000,3
Rural,7,13000,4
Rural,6,6100,1
Rural,4,8500,2
Rural,6,12400,3
Rural,4,10000,3
Rural,7,14000,4
Rural,2,2600,1
Rural,4,10000,3
Rural,6,14500,4
Rural,5,23000,5
Rural,5,7000,2
Rural,4,15000,4
Rural,4,10000,3
Rural,6,13000,4
Rural,3,6000,1
Rural,3,7800,2
Rural,2,7000,2
Rural,6,12000,3
Rural,5,16200,4
Rural,5,8000,2
Rural,5,4500,1
Rural,5,12000,3
Rural,1,5200,1
Rural,5,16000,4
Rural,3,12000,3
Rural,2,13850,4
Rural,4,16000,4
Rural,2,5000,1
Rural,5,10000,3
Rural,1,3000,1
Rural,5,12500,3
Rural,6,10000,3
Rural,3,12000,3
Rural,4,8000,2
Rural,5,12000,3
Rural,4,12500,3
Rural,4,19600,5
Rural,3,14000,4
Rural,4,6500,1
Rural,5,10000,3
Rural,10,13000,4
Rural,6,16000,4
Rural,2,6500,1
Rural,4,23000,5
Rural,4,12000,3
Rural,2,7200,2
Rural,4,8000,2
Rural,8,27500,5
Rural,5,9000,2
Rural,7,11000,3
Rural,4,7000,2
Rural,5,15000,4
Rural,5,9000,2
Rural,5,24000,5
Rural,3,7500,2
Rural,3,12700,4
Rural,4,22000,5
Rural,2,29500,5
Rural,2,7000,1
Rural,1,6500,1
Rural,4,20000,5
Rural,1,2000,1
Rural,7,3000,1
Rural,1,8600,2
Rural,2,7000,2
Rural,1,6200,1
Rural,3,7000,1
Rural,7,14000,4
Rural,4,5500,1
Rural,5,13500,4
Rural,5,30000,5
Rural,3,3500,1
Rural,3,11600,3
Rural,5,10000,3
Rural,5,9000,2
Rural,5,17000,5
Rural,2,3800,1
Rural,6,22000,5
Rural,4,5500,1
Rural,3,10000,3
Rural,5,9000,2
Rural,8,5000,1
Rural,5,20000,5
Rural,4,8500,2
Rural,4,11500,3
Rural,2,10000,3
Rural,3,9000,2
Rural,4,17000,5
Rural,3,4000,1
Rural,3,13000,4
Rural,11,17000,5
Rural,10,15000,4
Rural,6,14000,4
Rural,1,10450,3
Rural,5,4000,1
Rural,4,8000,2
Rural,1,7500,2
Rural,7,21000,5
Rural,5,24000,5
Rural,6,18000,5
Rural,4,9000,2
Rural,5,13000,4
Rural,5,10000,3
Rural,14,40000,5
Rural,6,13700,4
Rural,2,9000,2
Rural,4,12500,4
Rural,6,24200,5
Rural,6,12000,3
Rural,2,9000,2
Rural,7,13500,4
Rural,5,11000,3
Rural,3,12000,3
Rural,4,12000,3
Rural,2,5000,1
Rural,3,12000,3
Rural,2,8000,2
Rural,4,4500,1
Rural,6,15000,4
Rural,5,18000,5
Rural,4,8700,2
Rural,1,4000,1
Rural,3,8500,2
Rural,5,17500,5
Rural,3,13400,4
Rural,2,6000,1
Rural,4,7000,2
Rural,5,6340,1
Rural,2,8000,2
Rural,4,17000,5
Rural,4,18000,5
Rural,6,8500,2
Rural,5,10000,3
Rural,2,5000,1
Rural,6,16000,4
Rural,8,16000,4
Rural,4,14000,4
Rural,3,15000,4
Rural,3,12000,3
Rural,9,13000,4
Rural,3,10000,3
Rural,3,10000,3
Rural,5,10500,3
Rural,4,8800,2
Rural,3,5000,1
Rural,4,9300,2
Rural,6,20000,5
Rural,5,18000,5
Rural,6,10500,3
Rural,4,10000,3
Rural,2,7000,2
Rural,3,7000,2
Rural,2,11000,3
Rural,4,15400,4
Rural,3,18750,5
Rural,4,14000,4
Rural,6,9000,2
Rural,6,10000,3
Rural,5,17000,5
Rural,9,8000,2
Rural,7,2500,1
Rural,3,11000,3
Rural,5,16500,4
Rural,3,6500,1
Rural,3,12680,4
Rural,6,12000,3
Rural,8,20000,5
Rural,6,16000,4
Rural,2,9000,2
Rural,2,12000,3
Rural,3,15000,4
Rural,4,6300,1
Rural,2,5000,1
Rural,4,8000,2
Rural,7,20000,5
Rural,5,7000,2
Rural,4,13000,4
Rural,4,13000,4
Rural,7,7500,2
Rural,12,15500,4
Rural,3,16000,4
Rural,8,10000,3
Rural,4,12750,4
Rural,5,18400,5
Rural,3,6200,1
Rural,5,9500,2
Rural,7,8500,2
Rural,5,5000,1
Rural,5,9500,2
Rural,4,9000,2
Rural,6,8200,2
Rural,5,10000,3
Rural,3,6500,1
Rural,4,9000,2
Rural,7,12000,3
Rural,5,7500,2
Rural,8,15000,4
Rural,3,6500,1
Rural,4,14500,4
Rural,10,14000,4
Rural,4,17000,5
Rural,5,10300,3
Rural,5,18000,5
Rural,3,14000,4
Rural,5,13000,4
Rural,1,4000,1
Rural,3,5000,1
Rural,6,17500,5
Rural,6,18000,5
Rural,4,16000,4
Rural,4,8500,2
Rural,4,14500,4
Rural,10,8000,2
Rural,3,9000,2
Rural,4,8500,2
Rural,6,11000,3
Rural,6,4500,1
Rural,5,8000,2
Rural,6,9500,2
Rural,6,10000,3
Rural,4,10580,3
Rural,4,27000,5
Rural,6,14000,4
Rural,2,5000,1
Rural,4,18000,5
Rural,5,8500,2
Rural,7,14000,4
Rural,4,11350,3
Rural,5,20000,5
Rural,6,5500,1
Rural,8,10000,3
Rural,9,12000,3
Rural,3,7500,2
Rural,8,11500,3
Rural,4,10000,3
Rural,6,16500,4
Rural,2,3000,1
Rural,4,9000,2
Rural,4,10000,3
Rural,6,14500,4
Rural,7,13000,4
Rural,9,14000,4
Rural,6,9500,2
Rural,1,1200,1
Rural,4,14000,4
Rural,2,10000,3
Rural,7,14000,4
Rural,2,5000,1
Rural,3,10000,3
Rural,7,16000,4
Rural,6,8500,2
Rural,3,10000,3
Rural,5,15000,4
Rural,4,25000,5
Rural,3,8600,2
Rural,3,8000,2
Rural,4,14000,4
Rural,5,21000,5
Rural,4,7500,2
Rural,5,8500,2
Rural,5,48000,5
Rural,3,4300,1
Rural,2,6420,1
Rural,5,6000,1
Rural,5,14000,4
Rural,6,25000,5
Rural,3,8700,2
Rural,5,9500,2
Rural,4,8500,2
Rural,5,10600,3
Rural,5,15000,4
Rural,6,7000,2
Rural,3,6500,1
Rural,2,5000,1
Rural,1,4500,1
Rural,5,9500,2
Rural,5,11000,3
Rural,3,15000,4
Rural,4,8000,2
Rural,5,5000,1
Rural,5,11000,3
Rural,3,6000,1
Rural,4,10600,3
Rural,6,12000,3
Rural,5,14500,4
Rural,5,20000,5
Rural,4,19600,5
Rural,4,8000,2
Rural,4,10000,3
Rural,5,9500,2
Rural,1,250,1
Rural,6,13000,4
Rural,6,20000,5
Rural,5,8000,2
Rural,1,4000,1
Rural,3,8600,2
Rural,3,6500,1
Rural,4,10500,3
Rural,4,9500,2
Rural,6,7500,2
Rural,3,15000,4
Rural,5,17500,5
Rural,3,6000,1
Rural,3,16000,4
Rural,6,13500,4
Rural,9,19250,5
Rural,6,5950,1
Rural,4,12000,3
Rural,3,6000,1
Rural,3,12500,3
Rural,7,13000,4
Rural,8,17000,5
Rural,5,11500,3
Rural,4,8000,2
Rural,6,10500,3
Rural,3,8500,2
Rural,4,15900,4
Rural,6,5500,1
Rural,4,4500,1
Rural,3,12000,3
Rural,10,41500,5
Rural,2,6500,1
Rural,4,8000,2
Rural,1,1500,1
Rural,3,8000,2
Rural,7,3500,1
Rural,2,17400,5
Rural,2,16000,4
Rural,6,12000,3
Rural,5,7000,1
Rural,6,18000,5
Rural,8,10000,3
Rural,4,9000,2
Rural,1,8000,2
Rural,5,12000,3
Rural,2,14000,4
Rural,5,12300,3
Rural,3,4500,1
Rural,5,15000,4
Rural,6,10000,3
Rural,15,18000,5
Rural,4,9500,2
Rural,6,8745,2
Rural,4,9000,2
Rural,2,5000,1
Rural,3,9500,2
Rural,2,5500,1
Rural,6,10500,3
Rural,1,7500,2
Rural,4,4000,1
Rural,3,7500,2
Rural,8,12000,3
Rural,8,15000,4
Rural,4,12000,3
Rural,2,10000,3
Rural,5,17000,5
Rural,4,9206,2
Rural,2,6000,1
Rural,2,6000,1
Rural,3,7000,2
Rural,4,10000,3
Rural,12,16000,4
Rural,4,9500,2
Rural,2,6700,1
Rural,9,13000,4
Rural,3,6000,1
Rural,4,9500,2
Rural,7,28500,5
Rural,5,14500,4
Rural,8,10000,3
Rural,4,9800,3
Rural,5,9000,2
Rural,7,12000,3
Rural,7,25000,5
Rural,4,4500,1
Rural,5,12000,3
Rural,10,25000,5
Rural,2,2400,1
Rural,2,5000,1
Rural,2,8000,2
Rural,6,24000,5
Rural,5,7000,1
Rural,5,17500,5
Rural,3,12000,3
Rural,5,29000,5
Rural,1,8900,2
Rural,2,11000,3
Rural,4,8500,2
Rural,5,7690,2
Rural,6,10550,3
Rural,4,16000,4
Rural,5,16000,4
Rural,2,8000,2
Rural,5,7000,2
Rural,2,25800,5
Rural,1,1200,1
Rural,4,10000,3
Rural,6,9000,2
Rural,4,9000,2
Rural,4,13900,4
Rural,2,6500,1
Rural,6,14000,4
Rural,2,5000,1
Rural,5,9500,2
Rural,9,12000,3
Rural,5,24000,5
Rural,2,2000,1
Rural,1,3000,1
Rural,3,5500,1
Rural,5,8500,2
Rural,3,6700,1
Rural,3,18000,5
Rural,4,11400,3
Rural,9,20000,5
Rural,3,10000,3
Rural,6,17500,5
Rural,2,4500,1
Rural,6,18000,5
Rural,5,6800,1
Rural,3,8000,2
Rural,7,11000,3
Rural,5,11000,3
Rural,4,5195,1
Rural,6,18000,5
Rural,3,21580,5
Rural,3,7000,1
Rural,2,4000,1
Rural,1,2000,1
Rural,4,13000,4
Rural,4,8000,2
Rural,3,8400,2
Rural,8,10500,3
Rural,7,8000,2
Rural,4,24000,5
Rural,2,10000,3
Rural,9,12350,3
Rural,2,6400,1
Rural,3,4000,1
Rural,5,12500,3
Rural,4,11000,3
Rural,4,7200,2
Rural,3,5000,1
Rural,5,9500,2
Rural,4,14000,4
Rural,10,8000,2
Rural,4,10000,3
Rural,5,11000,3
Rural,5,5500,1
Rural,5,14000,4
Rural,3,15000,4
Rural,3,4000,1
Rural,12,9000,2
Rural,4,6800,1
Rural,3,21500,5
Rural,2,15000,4
Rural,4,9000,2
Rural,5,5600,1
Rural,3,6500,1
Rural,5,6500,1
Rural,6,17000,5
Rural,2,12000,3
Rural,5,6200,1
Rural,8,10000,3
Rural,3,10200,3
Rural,5,9000,2
Rural,2,10000,3
Rural,4,13000,4
Rural,3,15000,4
Rural,4,8000,2
Rural,4,14000,4
Rural,1,3000,1
Rural,3,6300,1
Rural,3,6000,1
Rural,5,11000,3
Rural,9,15000,4
Rural,6,27000,5
Rural,4,8000,2
Rural,3,10500,3
Rural,5,6500,1
Rural,7,32000,5
Rural,4,3900,1
Rural,4,9500,2
Rural,7,12400,3
Rural,4,7500,2
Rural,11,15500,4
Rural,4,6500,1
Rural,4,22500,5
Rural,5,11000,3
Rural,4,11000,3
Rural,5,10000,3
Rural,4,19500,5
Rural,5,7500,2
Rural,3,13650,4
Rural,3,10000,3
Rural,1,4500,1
Rural,3,9000,2
Rural,2,6800,1
Rural,3,5000,1
Rural,5,30000,5
Rural,5,11000,3
Rural,9,30000,5
Rural,4,18000,5
Rural,6,8000,2
Rural,3,8200,2
Rural,8,13000,4
Rural,4,8000,2
Rural,10,15000,4
Rural,2,13000,4
Rural,3,10000,3
Rural,5,27000,5
Rural,4,8000,2
Rural,4,6500,1
Rural,5,15000,4
Rural,4,7500,2
Rural,7,8000,2
Rural,7,17000,5
Rural,2,9000,2
Rural,6,11000,3
Rural,1,1640,1
Rural,4,8000,2
Rural,4,14000,4
Rural,7,17000,5
Rural,9,14500,4
Rural,2,4500,1
Rural,3,5200,1
Rural,6,6350,1
Rural,6,15000,4
Rural,5,8200,2
Rural,4,11200,3
Rural,7,13000,4
Rural,3,11000,3
Rural,8,11000,3
Rural,7,16350,4
Rural,4,8000,2
Rural,4,10000,3
Rural,4,8000,2
Rural,5,21500,5
Rural,4,10000,3
Rural,6,10000,3
Rural,6,9000,2
Rural,4,10500,3
Rural,6,10500,3
Rural,4,6700,1
Rural,8,10500,3
Rural,5,12000,3
Rural,5,10000,3
Rural,3,14260,4
Rural,5,8250,2
Rural,4,9500,2
Rural,3,8000,2
Rural,10,18000,5
Rural,6,24000,5
Rural,6,18000,5
Rural,3,5800,1
Rural,4,8500,2
Rural,2,7000,2
Rural,3,3500,1
Rural,1,5000,1
Rural,2,8000,2
Rural,3,1000,1
Rural,6,15000,4
Rural,5,25000,5
Rural,5,10000,3
Rural,2,4000,1
Rural,2,12800,4
Rural,6,21560,5
Rural,3,10000,3
Rural,6,4200,1
Rural,2,5000,1
Rural,3,9000,2
Rural,4,6000,1
Rural,5,9500,2
Rural,8,12600,4
Rural,4,15500,4
Rural,6,12500,4
Rural,3,13500,4
Rural,2,5000,1
Rural,3,3000,1
Rural,7,9000,2
Rural,7,9000,2
Rural,5,8000,2
Rural,3,9200,2
Rural,6,11500,3
Rural,5,10000,3
Rural,2,9000,2
Rural,7,8500,2
Rural,5,11000,3
Rural,8,9460,2
Rural,5,21000,5
Rural,6,13000,4
Rural,6,6000,1
Rural,5,8500,2
Rural,7,14000,4
Rural,1,4800,1
Rural,6,35600,5
Rural,5,7000,2
Rural,4,20000,5
Rural,3,9800,3
Rural,2,12000,3
Rural,3,15000,4
Rural,5,16000,4
Rural,8,18000,5
Rural,4,11800,3
Rural,5,9800,3
Rural,6,10000,3
Rural,6,12000,3
Rural,5,8000,2
Rural,4,16000,4
Rural,3,8500,2
Rural,1,3200,1
Rural,5,28000,5
Rural,4,16000,4
Rural,4,12000,3
Rural,1,5000,1
Rural,3,10000,3
Rural,4,8000,2
Rural,4,10670,3
Rural,3,9000,2
Rural,3,8500,2
Rural,6,11000,3
Rural,8,8000,2
Rural,4,30000,5
Rural,2,5500,1
Rural,5,11000,3
Rural,3,38000,5
Rural,3,6000,1
Rural,3,3300,1
Rural,4,17450,5
Rural,7,5500,1
Rural,5,12000,3
Rural,7,13000,4
Rural,2,2000,1
Rural,3,8000,2
Rural,6,17000,5
Rural,5,14500,4
Rural,4,6800,1
Rural,3,5800,1
Rural,5,8500,2
Rural,5,10000,3
Rural,2,4000,1
Rural,2,4800,1
Rural,7,6500,1
Rural,1,7900,2
Rural,5,14500,4
Rural,5,9800,3
Rural,1,4000,1
Rural,6,10200,3
Rural,7,10500,3
Rural,2,3500,1
Rural,6,18340,5
Rural,2,7000,1
Rural,4,14000,4
Rural,5,9000,2
Rural,4,15500,4
Rural,6,5000,1
Rural,4,17000,5
Rural,3,11400,3
Rural,4,9000,2
Rural,6,11000,3
Rural,7,7250,2
Rural,4,12000,3
Rural,4,21000,5
Rural,6,5860,1
Rural,2,5000,1
Rural,3,10700,3
Rural,4,10500,3
Rural,5,18000,5
Rural,8,7400,2
Rural,4,10000,3
Rural,5,19500,5
Rural,2,5050,1
Rural,4,5500,1
Rural,4,15000,4
Rural,6,17000,5
Rural,2,6700,1
Rural,2,6200,1
Rural,8,27500,5
Rural,9,12000,3
Rural,4,15000,4
Rural,4,9500,2
Rural,4,8000,2
Rural,5,15000,4
Rural,6,21000,5
Rural,9,15000,4
Rural,4,9500,2
Rural,4,8200,2
Rural,2,5000,1
Rural,3,20000,5
Rural,4,11000,3
Rural,1,4000,1
Rural,4,5000,1
Rural,6,11000,3
Rural,5,16000,4
Rural,5,15700,4
Rural,2,9000,2
Rural,3,9200,2
Rural,1,4250,1
Rural,2,3000,1
Rural,1,3000,1
Rural,6,9000,2
Rural,6,15000,4
Rural,4,8000,2
Rural,5,17000,5
Rural,5,11500,3
Rural,3,6000,1
Rural,9,7000,2
Rural,3,7850,2
Rural,6,13000,4
Rural,3,5000,1
Rural,8,19500,5
Rural,1,5000,1
Rural,4,12500,3
Rural,5,8500,2
Rural,8,16000,4
Rural,9,20000,5
Rural,3,6100,1
Rural,8,10000,3
Rural,4,11000,3
Rural,3,6100,1
Rural,2,8000,2
Rural,7,8500,2
Rural,1,5300,1
Rural,6,7000,2
Rural,4,10500,3
Rural,4,22000,5
Rural,2,8000,2
Rural,7,12000,3
Rural,6,15000,4
Rural,4,7500,2
Rural,7,11000,3
Rural,5,6000,1
Rural,2,8500,2
Rural,3,10300,3
Rural,4,7725,2
Rural,4,6500,1
Rural,4,8500,2
Rural,2,7000,2
Rural,4,10000,3
Rural,4,4000,1
Rural,6,7200,2
Rural,7,6000,1
Rural,5,12000,3
Rural,4,18000,5
Rural,5,12000,3
Rural,5,9800,3
Rural,2,7000,2
Rural,5,15000,4
Rural,5,9000,2
Rural,4,10000,3
Rural,4,15000,4
Rural,2,5500,1
Rural,3,12000,3
Rural,5,27000,5
Rural,4,16500,4
Rural,5,7500,2
Rural,7,30000,5
Rural,3,7000,1
Rural,4,19000,5
Rural,4,7750,2
Rural,4,8000,2
Rural,9,15800,4
Rural,3,6500,1
Rural,4,10000,3
Rural,6,20000,5
Rural,4,7550,2
Rural,4,7000,2
Rural,2,3000,1
Rural,5,12000,3
Rural,4,10500,3
Rural,5,9500,2
Rural,4,6000,1
Rural,5,16000,4
Rural,3,8000,2
Rural,2,8740,2
Rural,5,12200,3
Rural,6,14000,4
Rural,6,8000,2
Rural,4,6000,1
Rural,6,20000,5
Rural,4,10000,3
Rural,4,13000,4
Rural,1,3200,1
Rural,2,5000,1
Rural,6,9000,2
Rural,3,12000,3
Rural,4,12000,3
Rural,5,11000,3
Rural,4,15000,4
Rural,4,10000,3
Rural,6,12000,3
Rural,4,8000,2
Rural,5,8500,2
Rural,10,15000,4
Rural,2,7500,2
Rural,5,7000,2
Rural,4,11000,3
Rural,2,8000,2
Rural,8,14500,4
Rural,4,9450,2
Rural,2,6000,1
Rural,4,21000,5
Rural,2,7000,2
Rural,6,17800,5
Rural,6,14000,4
Rural,5,7000,2
Rural,4,10000,3
Rural,2,7000,2
Rural,14,14000,4
Rural,6,17000,5
Rural,9,9000,2
Rural,6,8500,2
Rural,8,10500,3
Rural,3,6000,1
Rural,4,15000,4
Rural,4,7500,2
Rural,4,9200,2
Rural,3,24000,5
Rural,3,7000,1
Rural,5,3000,1
Rural,6,13500,4
Rural,4,9000,2
Rural,6,14000,4
Rural,2,12000,3
Rural,6,12200,3
Rural,3,6000,1
Rural,5,9000,2
Rural,4,10500,3
Rural,3,4500,1
Rural,4,5000,1
Rural,5,15200,4
Rural,3,22000,5
Rural,5,15000,4
Rural,2,6500,1
Rural,1,2500,1
Rural,2,7500,2
Rural,6,15000,4
Rural,4,5280,1
Rural,3,18000,5
Rural,6,8000,2
Rural,3,21000,5
Rural,4,17000,5
Rural,3,4400,1
Rural,4,10000,3
Rural,2,5500,1
Rural,3,5000,1
Rural,5,15000,4
Rural,4,8350,2
Rural,5,6000,1
Rural,5,15000,4
Rural,6,7500,2
Rural,3,8000,2
Rural,3,7800,2
Rural,3,7500,2
Rural,3,26000,5
Rural,5,5000,1
Rural,3,6500,1
Rural,4,11506,3
Rural,6,9000,2
Rural,6,12000,3
Rural,4,16000,4
Rural,5,13000,4
Rural,6,9000,2
Rural,4,6000,1
Rural,3,8500,2
Rural,3,8000,2
Rural,4,11000,3
Rural,5,15700,4
Rural,5,12000,3
Rural,3,9000,2
Rural,3,8400,2
Rural,4,8000,2
Rural,7,9500,2
Rural,5,10500,3
Rural,5,15000,4
Rural,2,8600,2
Rural,4,5970,1
Rural,5,7500,2
Rural,5,10000,3
Rural,6,11000,3
Rural,4,8500,2
Rural,3,4200,1
Rural,4,9800,3
Rural,5,12000,3
Rural,2,4200,1
Rural,4,8500,2
Rural,4,11000,3
Rural,3,13000,4
Rural,2,4000,1
Rural,7,16200,4
Rural,8,15000,4
Rural,7,10000,3
Rural,4,17550,5
Rural,4,9500,2
Rural,6,5500,1
Rural,3,5000,1
Rural,3,22970,5
Rural,4,21000,5
Rural,6,15500,4
Rural,5,14000,4
Rural,5,6200,1
